minHBint8,minHBint4,minHBint7,nAtomLAC,nN,ETA_dBeta,SsssCH,SaaNH,minHBint6,C3SP2,nBondsD2,MDEC-22,ALogP,BCUTp-1l,minHBa,maxHBa,SdssC,minHBint5,nHsOH,AMR,Caco-2
0,0.417409246,1.964650406,0,4,4.25,-0.679818958,3.218931714,0,4,2,15.90785063,1.4941,4.069796565,1.078667127,14.12492826,-1.332097913,5.130236018,0,148.7642,0
2.024489627,0.407283612,0,0,4,-1.25,-0.661527977,3.257807218,0,2,2,21.86507347,1.647,4.06978982,1.09972752,14.13938856,-1.284393576,0.824427209,0,150.6911,0
0,0.413310333,0,0,4,5.5,-0.671472256,3.233926832,0,4,2,21.70123259,1.5157,4.069803508,1.087730488,14.12739152,-1.31113126,5.038490064,0,152.9436,0
0,0,0,4,2,7.5,0,2.989570626,0,7,3,19.70004422,3.1141,3.926569989,0.52031115,13.82613568,1.253441021,0,1,137.4813,0
0,0,0,6,1,1.75,0,0,0,5,1,0,1.3566,4.904483333,3.458018015,9.795021113,2.46409915,0,1,144.97,0
0,0,0,8,1,0.75,0,0,0,5,1,0,0.7806,4.904486331,3.490019936,9.814739658,2.467320031,0,1,150.7932,0
0,0,0,10,1,-0.25,0,0,0,5,1,0,0.2046,4.904486549,3.510325007,9.831223776,2.469812734,0,1,156.6164,0
0,0,0,12,1,-1.25,0,0,0,5,1,0,-0.3714,4.904486074,3.524360262,9.845208992,2.471797808,0,1,162.4396,0
0,0,0,14,1,-2.25,0,0,0,5,1,0,-0.9474,4.904485426,3.534643105,9.857223517,2.473415242,0,1,168.2628,0
0,0,0,16,1,-3.25,0,0,0,5,1,0,-1.5234,4.904484736,3.542501681,9.867656489,2.474758066,0,1,174.086,0
0,0,0,18,1,-4.25,0,0,0,5,1,0,-2.0994,4.904484036,3.548703247,9.876800917,2.475890465,0,1,179.9092,0
0,0,0,10,1,-1,0,0,0,5,1,0,-0.2954,3.952787993,3.490151683,9.832091832,2.45178829,0,2,157.9945,0
0,0,0,10,1,-1,0,0,0,5,1,0,0.6446,3.197789903,3.476262794,12.07507543,2.442253142,0,1,156.3024,0
0,0,3.272089722,0,0,3.75,-1.728668745,0,0,4,3,16.88043041,1.3365,4.877405071,5.543112044,13.26118827,1.707988316,0,2,125.5605,0
0,0,3.162280409,8,1,-0.75,-2.009435955,0,0,4,5,23.90070255,-0.8163,4.038372237,2.813605392,13.67622231,1.223221554,2.324990829,2,165.0629,0
0,0,3.166853433,8,1,0,-2.027156729,0,0,4,5,23.90070255,-1.0673,3.723999393,2.784473161,13.65213969,0.59614171,2.341470968,3,160.2938,0
0,0,2.402441694,8,1,0.25,-1.882210478,0,0,4,5,0,-0.5042,3.724183269,2.895575685,13.5232564,0.736785379,0,2,158.6883,0
0,0,2.395714484,8,1,-0.25,-1.891397984,0,0,5,5,24.8316985,-0.0578,3.724183381,2.899498588,13.60818412,0.738383768,0,2,162.9703,0
0,0,2.410443703,8,1,-0.75,-1.968760763,0,0,4,5,24.8316985,-1.0028,3.724182387,2.894785046,13.64647502,0.695490418,0,2,165.3318,0
0,0,2.39528164,8,1,-0.25,-1.895355792,0,0,5,5,24.60221728,-0.0578,3.724184334,2.90084908,13.67547862,0.739822055,0,2,162.9703,0
0,0,2.408645761,8,1,0,-2.150599556,0,0,4,5,24.60221728,-1.0673,3.724183243,2.877180441,13.56436751,0.598460881,6.406711492,3,160.2938,0
0,0,2.397963695,8,1,0.25,-1.855888367,0,0,4,5,24.8316985,-0.0515,3.724184188,2.903654966,13.62279639,0.760885326,0,2,166.2225,0
0,0,2.42895423,8,1,-2.5,-2.475122811,0,0,5,5,24.8316985,0.3983,3.52601221,2.838378796,13.58286583,0.368730278,0,2,163.9028,0
0,0,2.430983033,8,1,-2.5,-2.815074432,0,0,5,5,24.60221728,0.3983,3.724160593,2.821103276,13.63508747,0.218058731,0,2,163.9028,0
0,0,2.403042604,8,1,1.75,-1.963904387,0,0,6,5,0,0.0402,3.724185248,2.91014573,13.96694451,0.724344303,0,2,176.8853,0
0,0,2.400791028,8,1,1.75,-1.948100779,0,0,6,5,0,0.0402,3.724183956,2.908197342,13.85933759,0.72572302,0,2,176.8853,0
0,0,2.396924203,8,2,1,-1.95516167,0,0,6,5,0,-0.8151,3.867208596,1.613324184,13.87153288,1.116424196,0,2,179.6721,0
-0.448479474,-0.489869878,-0.755673103,6,46,-62.5,-23.89082661,0,-0.737299975,0,28,0,-23.105,4.210441599,-2.138056911,14.96415633,-21.76165365,-0.46149229,0,517.4294,0
0.64456108,0,0.659125339,5,17,-28.75,-12.01330365,0,0.557090351,0,13,13.92241612,-6.6815,4.170736607,2.493065011,14.5491547,-8.221213081,0.638460941,0,257.4725,0
0.64456108,0,0.659125339,5,17,-28.75,-12.01330365,0,0.557090351,0,13,13.92241612,-6.6815,4.170736607,2.493065011,14.5491547,-8.221213081,0.638460941,0,257.4725,0
0.677817077,0,1.389437879,5,16,-27.75,-9.653530301,0,0.567747638,0,11,7.746330224,-7.2906,4.097614011,2.410556396,14.17075334,-6.685734209,0.674345817,0,242.2078,0
0.67038829,0.895158258,1.148669416,5,19,-27.75,-11.86157043,2.901932052,0.567605201,0,12,11.02575105,-9.2422,4.170723473,2.493999016,14.35833844,-8.106868195,0.662125037,0,270.4829,0
-0.420426738,-0.491322593,-0.747670715,5,17,-29.75,-11.12503655,0,-0.734265873,0,12,9.605654755,-6.4561,4.170756253,-2.01631047,14.64078022,-7.564826388,-0.454730766,0,263.2617,0
-0.445188312,-0.465390702,-0.708209358,6,15,-29,-10.88796435,0,-0.693311295,0,11,10.98648969,-7.8146,4.170449892,-1.969966511,14.56778024,-7.104995311,-0.438487502,0,253.9231,0
0,0,10.79419605,3,2,-1,-1.013155338,3.320910075,4.390812897,4,2,9.409470232,2.2306,3.919781283,1.797587449,15.34711687,-1.212900063,4.567468773,1,126.8342,1
0,0,0,3,2,-0.5,0.089807625,3.599798964,3.567878693,4,2,14.67649607,2.411,3.922626474,2.235920782,14.73993137,-0.97291518,0,1,126.5786,1
0,0,10.74759926,3,2,-0.25,-0.171003539,3.430840159,0,4,2,9.409470232,1.7297,3.919826679,2.163328189,15.34541619,-1.169607287,4.253790873,1,126.4615,1
0,0,0,3,2,0.25,1.185549749,3.709729047,0,4,2,14.67649607,1.9101,3.922671872,2.601661523,10.79357817,-0.929622404,0,1,126.2059,1
0,1.081733701,1.603300273,3,2,-0.5,0.572771971,3.665245629,0,4,2,16.31180153,1.0219,3.922785214,2.472911523,10.80163879,-0.951791207,0,2,127.7502,0
0,1.081733701,1.603300273,3,2,-0.5,0.572771971,3.665245629,0,4,2,16.31180153,1.0219,3.922785214,2.472911523,10.80163879,-0.951791207,0,2,127.7502,0
0,0,0,3,2,0.5,0.325224291,3.613262683,1.68816709,4,2,16.80318498,0.8885,3.921672365,2.333143004,10.73916633,-0.956462777,0,2,119.2149,0
0,1.260720381,0.200224607,3,2,0,-0.065665314,3.653365064,0,3,1,10.86047479,1.8352,4.291694665,0.843959864,11.52485943,-0.736697636,0,1,116.985,1
0,0,0.221306815,2,2,0,0.425014995,3.591207089,1.703648986,3,0,10.36900673,0.7684,4.465068098,0.860740663,9.912954672,0,1.73969671,2,109.2939,0
0,1.397285895,0.209946396,3,2,0.5,0.369565259,3.638531352,0,3,1,12.79429659,1.5752,3.977320315,0.848445461,11.19384091,-0.741327265,0,1,112.1801,0
0,0,0.216543428,2,2,0.25,0.596972667,3.675095978,1.743445416,3,0,12.79429659,1.3315,4.464150547,0.890307516,9.587537688,0,0,1,107.6884,1
0,1.419409947,0.223160886,3,2,1,0.097897805,3.617975797,0,3,1,15.79235326,1.7791,3.93802365,0.853919331,11.08717047,-0.738734673,0,1,107.1821,0
0,0,0.230316208,2,2,0.75,0.211601509,3.654540423,1.835208984,3,0,15.79235326,1.5354,4.385557109,0.895781386,9.46975991,0,0,1,102.6904,1
0,0,1.077556416,0,4,0.5,0,0,0,4,3,24.51004334,0.1404,5.629933308,1.773487868,13.1215318,-0.050184242,0,0,138.7695,0
0,0,6.71688765,0,3,1,0,0,0,4,1,24.51004334,0.9282,5.015774711,1.857340853,12.97005046,0.038311167,0.961873655,1,128.5555,0
0,2.662450705,0,0,0,4.75,-0.299263109,0,5.957512352,4,1,17.27508946,3.3282,5.046771405,0.808662989,12.52967454,-0.252744499,0,1,112.9053,0
1.408234638,1.391082289,0,6,0,-8.25,-1.745366565,0,3.26954871,2,5,7.970377737,-1.0789,5.066488075,5.555557681,13.05757869,1.573291954,0,1,94.2669,1
0,0,0,11,1,-14,2.478563429,0,0,2,1,0,-2.6508,4.936333234,1.904743292,12.15503228,0.31169566,0,2,141.029,0
0,0,0,4,1,3.5,0,0,0,5,1,25.68331837,3.0839,4.882982323,2.10693907,9.686491381,2.454729136,0,1,133.7041,1
0,0,0,11,1,-11.75,2.403754888,0,0,2,1,29.243755,-2.7003,3.866501239,1.695484776,11.03090813,-0.284091377,0,3,121.4628,0
0,0,0,11,2,-8.5,2.400583683,0,0,2,1,0,-2.4801,4.889681045,2.915716258,12.17822673,0.047297512,5.769463511,2,152.7315,0
0,0,0,11,1,-14,2.396781809,0,0,2,1,0,-3.2134,4.739585506,0.904743292,11.90503228,-0.132748785,0,3,137.8969,0
6.076401253,0,-0.42535812,6,2,-9.75,2.47418127,0,-0.458380211,3,2,0,-1.5755,4.947711699,-1.178305884,12.62977687,-0.504159099,0.269172897,3,167.8335,0
0,0,0,3,1,4,0,0,0,5,1,22.28932225,3.419,4.894668188,2.100448159,9.686429151,2.332043951,0,1,128.8557,1
0,0,0,3,1,2.5,0,0,0,5,1,30.31037266,2.6616,4.894799444,2.461559271,9.726029846,2.355378049,0,1,132.7099,0
0,0,0,3,1,2,0,0,0,5,1,32.72744077,2.3736,4.894843576,2.492809271,9.74160078,2.35752165,0,1,135.6215,0
0,0,0,3,1,3.5,0,0,0,5,2,22.28932225,3.4541,3.957161251,2.095153493,11.24479193,1.968857557,0,0,138.294,1
0,0,0,4,1,2.5,0,0,0,5,2,25.30654322,3.2423,4.428721232,2.098836722,11.84409748,2.103164207,0,0,146.2291,1
0,0,0,10,1,-0.5,0,0,0,5,2,0,1.5143,4.583449749,2.106126998,12.37928121,2.166614871,0,0,163.6987,0
0,0,0,3,1,2,0,0,0,5,2,30.31037266,2.6967,3.957193803,2.456264604,11.28220275,1.997251308,0,0,142.1482,1
0,0,0,4,1,1,0,0,0,5,2,0,2.4849,4.428754105,2.459947833,11.88150831,2.131557958,0,0,150.0833,0
0,0,0,10,1,-2,0,0,0,5,2,0,0.7569,4.583482818,2.467238109,12.41669203,2.195008622,0,0,167.5529,0
0,0,0,3,1,1.5,0,0,0,5,2,32.72744077,2.4087,3.957204714,2.487514604,11.29743821,1.999909312,0,0,145.0598,0
0,0,0,4,1,0.5,0,0,0,5,2,0,2.1969,4.428765016,2.491197833,11.89674376,2.134215962,0,0,152.9949,0
0,0,0,10,1,-2.5,0,0,0,5,2,0,0.4689,4.583493731,2.498488109,12.43192749,2.197666626,0,0,170.4645,0
0,0,0,3,1,-0.5,0.542373307,0,1.177644028,4,2,16.65317103,2.6021,3.925731898,2.513038129,10.73447817,-0.948923657,0,2,115.177,1
0,0,0,3,1,-1.75,-0.164927459,0,0.99205057,4,2,13.79129383,3.5461,3.923230339,2.188964055,14.73975994,-0.992412932,0,2,120.2707,0
7.093986029,0,10.77814259,3,1,-2.25,-1.171121328,0,0.886440065,4,2,9.626362677,2.9166,3.801820109,1.907621462,15.26627748,-1.223108162,0,2,120.0058,0
0,0,0,3,1,-1.75,-0.158271744,0,1.061163893,4,2,15.40148909,3.097,3.803243383,2.345954795,13.35946548,-0.983123279,0,2,119.7502,0
6.977303202,0,10.75212288,3,1,-3,-0.601393437,0,0.946959174,4,2,9.626362677,2.3851,3.920697222,2.087621462,15.38183303,-1.198181623,0,2,126.4491,0
7.027304182,0,10.73370223,3,1,-1.5,-0.390195402,0,0.974697392,4,2,8.254523724,2.8648,3.920430505,2.116371462,15.25846498,-1.189105039,0,2,120.1536,0
0,0,0,3,1,0.75,-0.299532338,0,0.991594577,4,2,20.01746664,4.203,2.943542221,2.123853511,12.58126657,-1.038850438,0,2,134.5954,0
7.35519008,0,10.79701865,3,1,-1.75,-1.123531378,0,0.840611218,4,2,8.254523724,2.5137,3.919157077,1.729797388,15.13540186,-1.230476328,0,2,116.1657,0
7.345020846,0,10.79520752,3,1,-1.75,-1.252734506,0,0.915265041,4,2,9.626362677,2.0646,3.762525497,1.886788129,15.14151368,-1.221186674,0,2,115.6452,1
0,0,0,3,1,-1.25,0.103818782,0,1.099191648,4,2,15.40148909,2.245,3.763948734,2.325121462,13.23470169,-0.981201792,0,2,115.3896,0
7.232078263,0,10.77086306,3,1,-2.5,-0.571612057,0,0.979688384,4,2,9.626362677,1.5331,3.919469165,2.066788129,15.25706924,-1.196260136,0,2,122.0885,0
0,0,0,3,1,-2,0.784941231,0,1.156537492,4,2,15.40148909,1.7135,3.922314358,2.505121462,10.76258694,-0.956275253,0,2,121.8329,0
0,0,0,3,1,-1.25,1.185805428,0,0,4,2,13.79129383,2.2577,3.922200726,2.58489187,10.75452632,-0.934106449,0,1,120.5754,1
0,0,0,3,1,-0.25,1.334927321,0,0,4,2,16.463914,2.7563,3.921933576,2.606244856,10.71247457,-0.923872458,0,1,113.9319,1
0,0,0,3,1,-0.5,0.706470792,0,1.068666723,5,2,14.19143749,2.8435,3.921433775,2.505538129,10.71534998,-0.945670508,0,2,114.8214,1
0,0,0,3,1,-0.5,0.706470792,0,1.068666723,5,2,14.16427774,2.8435,3.921433811,2.505538129,10.71534998,-0.945670508,0,2,114.8214,1
0,0,0,3,1,-1,0.622654182,0,1.145032765,4,2,13.79129383,3.0452,3.923275677,2.554704795,10.75495992,-0.949120156,0,2,119.898,0
0,0,0,3,1,-1,0.86712587,0,1.145032765,4,2,13.79129383,2.3982,3.926959814,2.554704795,10.7705778,-0.950011812,0,2,120.175,1
0,0,0,3,1,-0.5,1.049929893,0,1.187406812,4,2,13.79129383,2.1932,3.922047694,2.533871462,10.719549,-0.947198669,0,2,115.5374,0
0,0,0,3,1,-0.5,0.542373307,0,1.177644028,4,2,16.65317103,2.6021,3.925731898,2.513038129,10.73447817,-0.948923657,0,2,115.177,1
0,0,0,3,1,0,0.715918071,0,1.218742565,4,2,16.65317103,2.3971,3.920819792,2.492204795,10.68344936,-0.946110514,0,2,110.5394,1
0,0,0,3,1,0,0.715918071,0,1.218742565,4,2,16.65317103,2.3971,3.920819792,2.492204795,10.68344936,-0.946110514,0,2,110.5394,1
0,0,0,3,1,1.25,-0.248853865,0,1.014634659,4,2,23.56784013,4.4069,2.938630112,2.082186844,12.51920896,-1.037762283,0,2,129.5974,0
0,0,0,3,1,4,0.080610618,0,1.177260866,5,2,28.97286142,3.032,3.921445439,2.455167758,10.75437718,-0.954510789,0,2,126.0073,0
0,0,0,3,1,4.5,0.03171606,0,1.153908518,4,2,26.65949099,2.7692,3.922071913,2.376464055,10.73767475,-0.95801403,0,2,121.8429,0
0,0,0,3,1,-1,0.622654182,0,1.145032765,4,2,13.79129383,3.0452,3.923275677,2.554704795,10.75495992,-0.949120156,0,2,119.898,0
7.213569577,-0.843669104,6.505787142,6,1,3.25,0,0,-0.935454181,4,1,23.85305358,0.1154,4.917340853,-1.773676694,13.67735641,-0.018230821,0,2,149.24,0
7.18304333,-0.838630927,6.468850795,8,1,2.25,0,0,-0.931219852,4,1,0,-0.4606,4.917341168,-1.777872814,13.71377277,-0.016510959,0,2,155.0632,0
7.156060162,-0.834327195,6.436813332,10,1,1.25,0,0,-0.927554566,4,1,0,-1.0366,4.917340716,-1.781347533,13.74305144,-0.015189813,0,2,160.8864,0
7.132139257,-0.830609788,6.408828189,12,1,0.25,0,0,-0.924353798,4,1,0,-1.6126,4.917340073,-1.784271746,13.76710367,-0.014143963,0,2,166.7096,0
7.11084472,-0.827367497,6.384210454,14,1,-0.75,0,0,-0.921536318,4,1,0,-2.1886,4.917339383,-1.786766435,13.78721426,-0.013295943,0,2,172.5328,0
7.091800613,-0.824515324,6.362409643,16,1,-1.75,0,0,-0.919038322,4,1,0,-2.7646,4.917338683,-1.788919611,13.80427877,-0.012594745,0,2,178.356,0
7.074689275,-0.821987265,6.342982646,18,1,-2.75,0,0,-0.916809143,4,1,0,-3.3406,4.91733798,-1.790796817,13.81894054,-0.012005444,0,2,184.1792,0
0,0,0,2,1,-1.5,0.266296236,0,0,7,0,24.40713227,2.7449,5.275745544,2.385906581,10.24213349,0,0,1,144.0562,0
0,0,0,12,2,-2.75,0,0,1.237752808,3,0,31.01332728,-1.8517,4.863107606,2.390522485,10.00531347,0,1.103063282,2,126.3735,0
0,0,0,4,2,7,0,0,1.157206438,6,0,26.31332513,2.0936,4.864035286,2.313915129,10.16817121,0,1.019983327,4,172.9204,0
0,0,0.734423027,12,2,-1.5,0,0,1.165539766,6,2,0,-1.9358,4.833800172,1.743821214,14.00621958,0.270153795,1.02776301,3,227.2644,0
4.122663652,0,3.96038547,2,3,-15.25,-1.660962374,0,0.561268151,0,2,20.58185978,-2.0163,5.179712478,1.900944688,13.96294365,0.2868579,0.548638269,2,139.2074,0
6.772858645,0,6.490217332,2,2,0,0,0,0.739272399,5,3,20.58185978,0.1094,5.120809667,1.495435428,13.70046113,0.215722237,0.723442891,2,145.4765,0
6.735586191,0,6.447547629,2,2,0.5,0,0,0.741479999,5,3,23.17209899,-0.6237,5.12082373,1.509324317,13.71066521,0.258483847,0.724939307,2,143.1678,0
6.76403092,0,6.483603325,2,2,1,0,0,0.744421905,5,3,20.84145585,-0.3357,5.120801699,1.505852095,13.68260399,0.254920379,0.728482134,2,140.2562,0
6.761105756,0,6.481453247,2,2,1.5,0,0,0.740336347,5,3,16.37076731,0.9225,5.120809717,1.497587632,13.67668683,0.23001229,0.724484057,2,144.9896,0
6.82261192,0,6.561768062,2,2,2.5,0,0,0.745687545,5,3,13.19194647,0.4217,5.120734086,1.487587632,13.61057079,0.217227153,0.731268161,2,136.402,0
0,0,0,3,3,-17.25,0.249444462,0,0,0,2,22.65146628,-1.4873,4.953909452,2.024526824,14.22790217,0.552389389,0,0,151.6214,0
0,0,0,3,2,-16,0.285135121,0,0,0,2,25.27238737,-2.49,4.953908351,2.027485404,14.21059314,0.559528418,0,0,142.3371,0
0,0,0,3,2,-15.5,0.290600872,0,0,0,2,22.90336812,-2.202,4.953902937,2.024526824,14.1861487,0.558027036,0,0,139.4255,0
0,0,0,3,2,-0.5,0,0,0,5,3,18.33596222,0.7635,4.924459359,1.622489787,13.94843942,0.734655351,0,0,157.9772,0
0,0,0,3,2,-14,0.259843048,0,0,0,2,15.00407533,-1.4446,4.953885289,2.009317917,14.12410909,0.542526683,0,0,135.5713,1
0,0,0,2,3,-16.75,0.243220456,0,0,0,2,20.58185978,-1.1993,4.953928243,2.02140954,14.21529311,0.54909873,0,0,148.7098,0
0,0,0,2,2,-1,0,0,0,5,3,23.17209899,-0.4947,4.92448089,1.62978917,13.96301467,0.754461922,0,0,153.2438,0
0,0,0,2,2,-15,0.290069209,0,0,0,2,20.84145585,-1.914,4.953914412,2.02140954,14.16756068,0.555555361,0,0,136.5139,0
0,0,0,2,2,-14.5,0.246818509,0,0,0,2,16.37076731,-0.6558,4.953918062,2.013145077,14.16164352,0.543508876,0,0,141.2473,1
0,0,0,2,2,-13.5,0.254007508,0,0,0,2,13.19194647,-1.1566,4.953880395,2.003145077,14.09552748,0.537358244,0,0,132.6597,1
0,0,0,5,1,1.25,0,0,0,5,1,35.32070534,2.6035,4.290603578,2.34060303,9.830491651,2.273039512,0,2,146.995,0
0,0,0,5,1,1.75,0,0,0,5,1,33.85131678,1.8147,4.290470365,2.151464778,9.810820449,2.272036043,0,2,141.319,0
0,0,0,5,1,3,0,0,0,5,1,31.75946632,1.5668,4.290295765,3.072957283,9.774468408,2.259829636,0,2,133.1127,0
0,0,0,5,1,2.25,0,0,0,5,1,31.75946632,3.0427,3.541518997,2.080398948,13.14286082,2.129358765,0,1,136.7153,0
0,0,0,5,1,1.5,-2.386802825,0,0,5,1,28.72572802,3.1552,3.495026489,2.050772896,13.18452749,1.717182839,0,1,136.6755,0
0,0,0,3,2,5.5,0,0,0,5,1,0,3.0625,5.191017563,2.354335038,5.957091595,1.585141223,0,0,137.0212,0
0,0,0,3,2,5.5,0,0,0,5,1,0,3.0625,5.191017563,2.354335038,5.957091595,1.585141223,0,0,137.0212,0
0,0,0,3,2,8,0,0,0,5,1,28.78620472,3.3748,5.19041603,2.086973927,5.805980484,1.585386732,0,0,127.9467,1
0,0,0,3,3,-0.75,0,0,0,5,1,0,2.3903,5.204948627,2.354936214,6.027203976,1.510189853,0,0,170.7583,0
0,0,0,4,0,7.25,0,0,0,6,3,26.69952168,3.3695,3.924694274,8.804482578,10.72973651,1.344563375,0,2,125.2842,0
0,0,0,2,2,-1.75,0,0,0,4,0,28.1382609,0.5041,5.140784616,2.313354641,10.16385089,0,1.049458406,1,149.2347,0
0,0,0,0,1,4.5,0.137494537,0,0,4,2,22.53870311,2.8413,5.139977634,2.320164399,10.13372437,0,1.053265918,1,152.8028,0
0,0,0,2,2,1.5,0,0,0,4,0,0,2.2635,6.791133547,2.450614656,6.032885629,0,0,0,141.5017,1
0,0,0,2,2,1.25,0,0,1.232658006,4,0,31.75697404,1.7004,4.868091527,2.378241262,9.757456893,0,0,1,143.1072,0
0,0,0,2,2,1.25,0,0,0,4,0,31.69539826,1.7004,5.136330354,2.352836878,10.07355109,0,1.086814542,1,143.1072,0
0,0,0,2,2,0.25,0,0,1.201653849,4,0,28.94948714,1.2018,4.870222302,2.349907929,9.809229161,0,0,1,149.7507,0
0,0,0,2,2,0.25,0,0,0,4,0,28.94948714,1.2018,4.797997322,2.331483892,10.12532336,0,1.060760382,1,149.7507,0
0,0,0,2,2,-0.5,0,0,0,4,0,28.94948714,1.2663,4.789568102,2.400928337,6.054484066,0,0,0,154.7887,1
0,0,0,2,2,-1,0,0,0,4,0,31.627845,0.9783,4.789573609,2.403886917,6.095300393,0,0,0,157.7003,0
0,0,0,2,2,-0.25,0,0,0,4,0,30.65538982,1.4522,4.962488508,2.339296392,10.15246422,0,1.050472862,1,154.0445,0
0,0,0,2,2,-0.75,0,0,0,4,0,0,1.1642,4.962491214,2.342254972,10.16635311,0,1.044572245,1,156.9561,0
0,0,0,2,2,1,0,0,1.16237817,4,0,28.94948714,1.6102,4.382249622,2.224907929,14.04565632,0,0,1,143.235,0
0,0,0,2,2,0,0,0,1.172787538,4,0,0,0.5613,4.869023248,2.285973085,10.10323869,0,1.042541234,2,150.5359,0
0,0,0,2,2,3,0,0,1.192794354,4,0,18.68685768,2.1827,4.868962263,2.093753532,10.02794742,0,1.067630624,2,137.9469,0
0,0,0,2,2,2,0,0,1.183135983,4,0,21.97250473,2.6835,4.868999859,2.27056046,10.05953533,0,1.055817597,2,146.5345,0
0,0,0,3,2,1,0,0,1.174136815,4,0,26.18927596,1.5279,4.86901746,2.277504904,10.08768689,0,1.044988113,2,153.5985,0
0,0,0,4,2,0,0,0,1.165770216,4,0,30.88961602,0.9519,4.869025247,2.283422064,10.11293398,0,1.035052547,2,159.4217,0
0,0,0,2,2,1,0.982436956,0,1.170538645,4,0,18.68685768,2.0825,4.869039156,2.273315281,10.08851907,0,1.041366311,2,156.9441,0
0,0,0,4,2,1.5,0,0,1.179370555,4,0,23.53342431,1.5673,4.868993732,2.272859031,10.0704407,0,1.051439998,2,148.6843,0
0,0,0,2,2,2.25,0,0,1.185371131,4,0,18.68685768,0.8279,4.869013779,2.267295997,10.04579464,0,1.058614399,2,140.7456,0
0,0,0,2,2,0.5,0.652098108,0,1.175650346,4,0,25.90251967,1.1266,4.869025939,2.281840895,10.0913763,0,1.046124672,2,149.2971,0
0,0,0,2,2,0.5,0.784140486,0,1.176258756,4,0,26.10565389,2.1023,4.869016234,2.281620892,10.08980681,0,1.046876652,2,151.8766,0
0,0,0,2,2,0.5,0.848300306,0,1.17678667,4,0,26.30819233,1.5587,4.869011358,2.281449678,10.08847916,0,1.0475198,2,150.3364,0
0,0,0,2,2,0,0,0,1.170235216,4,0,26.10565389,2.6899,4.869025877,2.282199595,10.10244084,0,1.040098353,2,157.3796,0
0,0,0,2,2,0,1.257899919,0,1.169313045,4,0,23.20892554,1.1159,4.869044956,2.283218305,10.10586817,0,1.038855745,2,153.8815,0
0,1.035109343,2.644838434,2,2,0.25,-0.151699694,0,1.17191261,4,0,26.30819233,0.9146,4.797015265,2.261041514,10.07739883,0,1.044412735,3,147.7636,0
0,0,0,2,2,0,1.707071927,0,1.178035624,4,0,25.66888354,1.8564,4.869020471,2.286470524,10.0936831,0,1.048247155,2,149.2816,0
0,0,0,2,2,-1.5,0.669459219,0,1.160207887,4,0,23.29475856,3.6443,4.869048781,2.288785339,10.13187354,0,1.02811594,2,165.8773,0
0,0,0,2,2,1,0,0,0,4,0,28.94948714,1.6102,4.114011378,2.239647158,13.58543908,0,1.043785065,1,143.235,0
0,0,0,2,2,0.5,0,0,0,4,0,31.627845,1.3222,4.114022338,2.242605738,13.60344462,0,1.038242286,1,146.1466,0
0,0,0,2,2,-0.75,0.137712821,0,0,4,0,28.94948714,1.1517,5.139700778,2.341900559,10.17729027,0,1.037784876,1,159.2493,0
0,0,0,2,2,-1.25,0.137296154,0,0,4,0,31.627845,0.8637,5.13972288,2.344859139,10.19117916,0,1.031858716,1,162.1609,0
0,0,0,2,2,-1.5,0,0,0,5,0,28.94948714,2.6029,3.564010067,2.09615226,13.13930656,0,0.972758989,1,148.3217,0
0,0,0,2,2,0.75,0,0,0,5,0,28.94948714,2.1468,5.138785839,2.362096137,10.10994228,0,1.071570092,1,147.3892,0
0,0,0,2,2,1,0,0,0,4,0,28.94948714,2.0691,5.140150392,0.8602185,10.11534989,0,1.077143196,1,147.8234,0
0,0,0,2,2,1,0,0,0,4,0,28.74434434,1.1373,5.138000833,2.2550591,10.0832899,0,1.040665007,2,144.7127,0
0,0,0,2,2,0.5,0,0,0,4,0,31.41603757,0.8493,5.138022947,2.25801768,10.09717879,0,1.035061142,2,147.6243,0
0,0,0,2,2,0.75,0,0,1.168978291,4,0,26.47745874,1.0471,4.506464783,2.127130151,14.22364701,0,0.993192496,2,144.8405,0
0,0,0,2,2,0.25,0,0,1.164703675,4,0,29.14502793,0.7591,4.506486827,2.130088731,14.24370874,0,0.987999559,2,147.7521,0
0,0,0,2,2,0.25,0,0,0,4,0,28.74434434,1.2018,4.935411367,2.324503545,10.13572417,0,1.05451613,1,149.7507,0
0,0,0,2,2,-2,0,0,0,4,0,28.94948714,3.3381,2.941505033,2.12098042,12.63410734,0,0.983812422,1,150.8617,0
0,0,0.323258928,2,2,1.75,0,0,1.207169587,3,0,26.56809228,1.3476,4.879910586,0.620827012,10.08117112,0,0.288260663,2,142.2353,0
0,0,0.321226974,2,2,1.25,0,0,1.202279736,3,0,28.94948714,1.0596,4.87992151,0.620224196,10.09506001,0,0.286066492,2,145.1469,0
0,0,0.319198361,2,2,0.75,0,0,1.197373494,3,0,31.627845,0.7716,4.87993251,0.619621379,10.1089489,0,0.283876043,2,148.0585,0
0,0,0.294103795,2,2,0.75,0,0,1.119382076,4,0,26.15917214,1.506,5.037105178,0.615381946,10.14965106,0,0.27623579,2,149.4289,0
0,0,0,2,2,0.5,0,0,1.169636551,4,0,31.65922085,0.8022,4.878831056,2.311713484,10.17240597,0,1.020641135,2,149.5611,0
0,0,0,2,3,3.25,0,0,1.099174998,4,0,31.65922085,0.53,4.871800163,2.089213484,10.06299554,0,0.99405936,2,145.4092,0
0,0,0,2,3,2.75,0,0,1.094936073,4,0,0,0.242,4.871811168,2.092172064,10.07688443,0,0.989009747,2,148.3208,0
